Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Vertical_Acceleration,Body_Accel_X_ft_s2,Body_Accel_Y_ft_s2,Body_Accel_Z_ft_s2,Drogue_Deployed,Main_Deployed,CG_x_in,Mass_lbs,Pred_Apogee_ft,Roll_deg,Pitch_deg,Yaw_deg,P_rad_s,Q_rad_s,R_rad_s,RACS_Cant_deg,RACS_Cmd_deg
34.82,-46.1845,-86.4927,582.374,1130.66,-21.4741,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,585.655,-0.0846723,89.1754,305.595,1.67355e-13,4.76322e-07,3.15221e-07,0.125,0
34.825,-46.1863,-86.4358,582.267,1130.55,-21.474,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,585.548,-0.0846721,89.1754,305.595,1.67354e-13,4.76321e-07,3.15221e-07,0.125,0
34.83,-46.1881,-86.3789,582.16,1130.44,-21.474,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,585.44,-0.0846719,89.1754,305.595,1.67354e-13,4.76321e-07,3.15221e-07,0.125,0
34.835,-46.1899,-86.322,582.052,1130.33,-21.474,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,585.333,-0.0846717,89.1754,305.595,1.67354e-13,4.76321e-07,3.15221e-07,0.125,0
34.84,-46.1918,-86.265,581.945,1130.23,-21.474,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,585.226,-0.0846716,89.1754,305.595,1.67353e-13,4.76321e-07,3.15221e-07,0.125,0
34.845,-46.1936,-86.2081,581.838,1130.12,-21.4739,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,585.118,-0.0846714,89.1754,305.595,1.67353e-13,4.76321e-07,3.15221e-07,0.125,0
34.85,-46.1954,-86.1512,581.73,1130.01,-21.4739,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,585.011,-0.0846712,89.1754,305.595,1.67352e-13,4.76321e-07,3.15221e-07,0.125,0
34.855,-46.1972,-86.0942,581.623,1129.9,-21.4739,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.904,-0.084671,89.1754,305.595,1.67352e-13,4.76321e-07,3.1522e-07,0.125,0
34.86,-46.199,-86.0373,581.515,1129.8,-21.4738,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.796,-0.0846708,89.1754,305.595,1.67352e-13,4.76321e-07,3.1522e-07,0.125,0
34.865,-46.2008,-85.9804,581.408,1129.69,-21.4738,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.689,-0.0846707,89.1754,305.595,1.67351e-13,4.7632e-07,3.1522e-07,0.125,0
34.87,-46.2027,-85.9234,581.301,1129.58,-21.4738,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.582,-0.0846705,89.1754,305.595,1.67351e-13,4.7632e-07,3.1522e-07,0.125,0
34.875,-46.2045,-85.8665,581.193,1129.47,-21.4737,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.474,-0.0846703,89.1754,305.595,1.6735e-13,4.7632e-07,3.1522e-07,0.125,0
34.88,-46.2063,-85.8096,581.086,1129.37,-21.4737,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.367,-0.0846701,89.1754,305.595,1.6735e-13,4.7632e-07,3.1522e-07,0.125,0
34.885,-46.2081,-85.7527,580.979,1129.26,-21.4737,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.259,-0.08467,89.1754,305.595,1.6735e-13,4.7632e-07,3.1522e-07,0.125,0
34.89,-46.2099,-85.6957,580.871,1129.15,-21.4736,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.152,-0.0846698,89.1754,305.595,1.67349e-13,4.7632e-07,3.1522e-07,0.125,0
34.895,-46.2117,-85.6388,580.764,1129.04,-21.4736,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,584.045,-0.0846696,89.1754,305.595,1.67349e-13,4.7632e-07,3.1522e-07,0.125,0
34.9,-46.2135,-85.5819,580.656,1128.94,-21.4736,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.937,-0.0846694,89.1754,305.595,1.67348e-13,4.7632e-07,3.1522e-07,0.125,0
34.905,-46.2154,-85.5249,580.549,1128.83,-21.4735,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.83,-0.0846692,89.1754,305.595,1.67348e-13,4.76319e-07,3.1522e-07,0.125,0
34.91,-46.2172,-85.468,580.442,1128.72,-21.4735,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.723,-0.0846691,89.1754,305.595,1.67347e-13,4.76319e-07,3.1522e-07,0.125,0
34.915,-46.219,-85.4111,580.334,1128.62,-21.4735,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.615,-0.0846689,89.1754,305.595,1.67347e-13,4.76319e-07,3.1522e-07,0.125,0
34.92,-46.2208,-85.3541,580.227,1128.51,-21.4734,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.508,-0.0846687,89.1754,305.595,1.67347e-13,4.76319e-07,3.1522e-07,0.125,0
34.925,-46.2226,-85.2972,580.12,1128.4,-21.4734,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.4,-0.0846685,89.1754,305.595,1.67346e-13,4.76319e-07,3.1522e-07,0.125,0
34.93,-46.2244,-85.2403,580.012,1128.29,-21.4734,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.293,-0.0846684,89.1754,305.595,1.67346e-13,4.76319e-07,3.1522e-07,0.125,0
34.935,-46.2262,-85.1834,579.905,1128.19,-21.4733,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.186,-0.0846682,89.1754,305.595,1.67345e-13,4.76319e-07,3.1522e-07,0.125,0
34.94,-46.2281,-85.1264,579.798,1128.08,-21.4733,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,583.078,-0.084668,89.1754,305.595,1.67345e-13,4.76318e-07,3.1522e-07,0.125,0
34.945,-46.2299,-85.0695,579.69,1127.97,-21.4733,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,582.971,-0.0846678,89.1754,305.595,1.67345e-13,4.76318e-07,3.1522e-07,0.125,0
34.95,-46.2317,-85.0126,579.583,1127.86,-21.4732,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,582.864,-0.0846676,89.1754,305.595,1.67344e-13,4.76318e-07,3.1522e-07,0.125,0
34.955,-46.2335,-84.9556,579.475,1127.76,-21.4732,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,582.756,-0.0846675,89.1754,305.595,1.67344e-13,4.76318e-07,3.1522e-07,0.125,0
34.96,-46.2353,-84.8987,579.368,1127.65,-21.4732,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,582.649,-0.0846673,89.1754,305.595,1.67343e-13,4.76318e-07,3.1522e-07,0.125,0
34.965,-46.2371,-84.8418,579.261,1127.54,-21.4732,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,582.542,-0.0846671,89.1754,305.595,1.67343e-13,4.76318e-07,3.1522e-07,0.125,0
34.97,-46.2389,-84.7848,579.153,1127.43,-21.4731,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,582.434,-0.0846669,89.1754,305.595,1.67343e-13,4.76318e-07,3.1522e-07,0.125,0
34.975,-46.2408,-84.7279,579.046,1127.33,-21.4731,32.1496,32.1463,1.04874e-06,-0.459947,1,0,39.7932,14.446,582.327,-0.0846667,89.1754,305.595,1.67342e-13,4.76318e-07,3.1522e-07,0.125,0
34.98,-46.2426,-84.671,578.939,1127.22,-21.4731,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,582.219,-0.0846666,89.1754,305.595,1.67342e-13,4.76317e-07,3.1522e-07,0.125,0
34.985,-46.2444,-84.6141,578.831,1127.11,-21.473,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,582.112,-0.0846664,89.1754,305.595,1.67341e-13,4.76317e-07,3.15219e-07,0.125,0
34.99,-46.2462,-84.5571,578.724,1127,-21.473,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,582.005,-0.0846662,89.1754,305.595,1.67341e-13,4.76317e-07,3.15219e-07,0.125,0
34.995,-46.248,-84.5002,578.616,1126.9,-21.473,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.897,-0.084666,89.1754,305.595,1.67341e-13,4.76317e-07,3.15219e-07,0.125,0
35,-46.2498,-84.4433,578.509,1126.79,-21.4729,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.79,-0.0846659,89.1754,305.595,1.6734e-13,4.76317e-07,3.15219e-07,0.125,0
35.005,-46.2516,-84.3863,578.402,1126.68,-21.4729,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.683,-0.0846657,89.1754,305.595,1.6734e-13,4.76317e-07,3.15219e-07,0.125,0
35.01,-46.2535,-84.3294,578.294,1126.58,-21.4729,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.575,-0.0846655,89.1754,305.595,1.67339e-13,4.76317e-07,3.15219e-07,0.125,0
35.015,-46.2553,-84.2725,578.187,1126.47,-21.4728,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.468,-0.0846653,89.1754,305.595,1.67339e-13,4.76317e-07,3.15219e-07,0.125,0
35.02,-46.2571,-84.2155,578.08,1126.36,-21.4728,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.361,-0.0846651,89.1754,305.595,1.67339e-13,4.76316e-07,3.15219e-07,0.125,0
35.025,-46.2589,-84.1586,577.972,1126.25,-21.4728,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.253,-0.084665,89.1754,305.595,1.67338e-13,4.76316e-07,3.15219e-07,0.125,0
35.03,-46.2607,-84.1017,577.865,1126.15,-21.4727,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.146,-0.0846648,89.1754,305.595,1.67338e-13,4.76316e-07,3.15219e-07,0.125,0
35.035,-46.2625,-84.0447,577.758,1126.04,-21.4727,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,581.038,-0.0846646,89.1754,305.595,1.67337e-13,4.76316e-07,3.15219e-07,0.125,0
35.04,-46.2643,-83.9878,577.65,1125.93,-21.4727,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.931,-0.0846644,89.1754,305.595,1.67337e-13,4.76316e-07,3.15219e-07,0.125,0
35.045,-46.2662,-83.9309,577.543,1125.82,-21.4726,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.824,-0.0846643,89.1754,305.595,1.67337e-13,4.76316e-07,3.15219e-07,0.125,0
35.05,-46.268,-83.874,577.435,1125.72,-21.4726,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.716,-0.0846641,89.1754,305.595,1.67336e-13,4.76316e-07,3.15219e-07,0.125,0
35.055,-46.2698,-83.817,577.328,1125.61,-21.4726,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.609,-0.0846639,89.1754,305.595,1.67336e-13,4.76316e-07,3.15219e-07,0.125,0
35.06,-46.2716,-83.7601,577.221,1125.5,-21.4725,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.502,-0.0846637,89.1754,305.595,1.67335e-13,4.76315e-07,3.15219e-07,0.125,0
35.065,-46.2734,-83.7032,577.113,1125.39,-21.4725,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.394,-0.0846635,89.1754,305.595,1.67335e-13,4.76315e-07,3.15219e-07,0.125,0
35.07,-46.2752,-83.6462,577.006,1125.29,-21.4725,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.287,-0.0846634,89.1754,305.595,1.67334e-13,4.76315e-07,3.15219e-07,0.125,0
35.075,-46.2771,-83.5893,576.899,1125.18,-21.4724,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.18,-0.0846632,89.1754,305.595,1.67334e-13,4.76315e-07,3.15219e-07,0.125,0
35.08,-46.2789,-83.5324,576.791,1125.07,-21.4724,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,580.072,-0.084663,89.1754,305.595,1.67334e-13,4.76315e-07,3.15219e-07,0.125,0
35.085,-46.2807,-83.4754,576.684,1124.96,-21.4724,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.965,-0.0846628,89.1754,305.595,1.67333e-13,4.76315e-07,3.15219e-07,0.125,0
35.09,-46.2825,-83.4185,576.577,1124.86,-21.4724,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.857,-0.0846626,89.1754,305.595,1.67333e-13,4.76315e-07,3.15219e-07,0.125,0
35.095,-46.2843,-83.3616,576.469,1124.75,-21.4723,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.75,-0.0846625,89.1754,305.595,1.67332e-13,4.76315e-07,3.15219e-07,0.125,0
35.1,-46.2861,-83.3047,576.362,1124.64,-21.4723,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.643,-0.0846623,89.1754,305.595,1.67332e-13,4.76314e-07,3.15219e-07,0.125,0
35.105,-46.2879,-83.2477,576.254,1124.54,-21.4723,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.535,-0.0846621,89.1754,305.595,1.67332e-13,4.76314e-07,3.15219e-07,0.125,0
35.11,-46.2898,-83.1908,576.147,1124.43,-21.4722,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.428,-0.0846619,89.1754,305.595,1.67331e-13,4.76314e-07,3.15218e-07,0.125,0
35.115,-46.2916,-83.1339,576.04,1124.32,-21.4722,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.321,-0.0846618,89.1754,305.595,1.67331e-13,4.76314e-07,3.15218e-07,0.125,0
35.12,-46.2934,-83.0769,575.932,1124.21,-21.4722,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.213,-0.0846616,89.1754,305.595,1.6733e-13,4.76314e-07,3.15218e-07,0.125,0
35.125,-46.2952,-83.02,575.825,1124.11,-21.4721,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,579.106,-0.0846614,89.1754,305.595,1.6733e-13,4.76314e-07,3.15218e-07,0.125,0
35.13,-46.297,-82.9631,575.718,1124,-21.4721,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.999,-0.0846612,89.1754,305.595,1.6733e-13,4.76314e-07,3.15218e-07,0.125,0
35.135,-46.2988,-82.9061,575.61,1123.89,-21.4721,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.891,-0.084661,89.1754,305.595,1.67329e-13,4.76313e-07,3.15218e-07,0.125,0
35.14,-46.3006,-82.8492,575.503,1123.78,-21.472,32.1496,32.1463,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.784,-0.0846609,89.1754,305.595,1.67329e-13,4.76313e-07,3.15218e-07,0.125,0
35.145,-46.3025,-82.7923,575.396,1123.68,-21.472,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.676,-0.0846607,89.1754,305.595,1.67328e-13,4.76313e-07,3.15218e-07,0.125,0
35.15,-46.3043,-82.7354,575.288,1123.57,-21.472,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.569,-0.0846605,89.1754,305.595,1.67328e-13,4.76313e-07,3.15218e-07,0.125,0
35.155,-46.3061,-82.6784,575.181,1123.46,-21.4719,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.462,-0.0846603,89.1754,305.595,1.67328e-13,4.76313e-07,3.15218e-07,0.125,0
35.16,-46.3079,-82.6215,575.074,1123.35,-21.4719,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.354,-0.0846601,89.1754,305.595,1.67327e-13,4.76313e-07,3.15218e-07,0.125,0
35.165,-46.3097,-82.5646,574.966,1123.25,-21.4719,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.247,-0.08466,89.1754,305.595,1.67327e-13,4.76313e-07,3.15218e-07,0.125,0
35.17,-46.3115,-82.5076,574.859,1123.14,-21.4718,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.14,-0.0846598,89.1754,305.595,1.67326e-13,4.76313e-07,3.15218e-07,0.125,0
35.175,-46.3133,-82.4507,574.751,1123.03,-21.4718,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,578.032,-0.0846596,89.1754,305.595,1.67326e-13,4.76312e-07,3.15218e-07,0.125,0
35.18,-46.3152,-82.3938,574.644,1122.92,-21.4718,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.925,-0.0846594,89.1754,305.595,1.67326e-13,4.76312e-07,3.15218e-07,0.125,0
35.185,-46.317,-82.3368,574.537,1122.82,-21.4717,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.818,-0.0846593,89.1754,305.595,1.67325e-13,4.76312e-07,3.15218e-07,0.125,0
35.19,-46.3188,-82.2799,574.429,1122.71,-21.4717,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.71,-0.0846591,89.1754,305.595,1.67325e-13,4.76312e-07,3.15218e-07,0.125,0
35.195,-46.3206,-82.223,574.322,1122.6,-21.4717,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.603,-0.0846589,89.1754,305.595,1.67324e-13,4.76312e-07,3.15218e-07,0.125,0
35.2,-46.3224,-82.1661,574.215,1122.5,-21.4717,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.496,-0.0846587,89.1754,305.595,1.67324e-13,4.76312e-07,3.15218e-07,0.125,0
35.205,-46.3242,-82.1091,574.107,1122.39,-21.4716,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.388,-0.0846585,89.1754,305.595,1.67324e-13,4.76312e-07,3.15218e-07,0.125,0
35.21,-46.326,-82.0522,574,1122.28,-21.4716,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.281,-0.0846584,89.1754,305.595,1.67323e-13,4.76312e-07,3.15218e-07,0.125,0
35.215,-46.3279,-81.9953,573.893,1122.17,-21.4716,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.173,-0.0846582,89.1754,305.595,1.67323e-13,4.76311e-07,3.15218e-07,0.125,0
35.22,-46.3297,-81.9383,573.785,1122.07,-21.4715,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,577.066,-0.084658,89.1754,305.595,1.67322e-13,4.76311e-07,3.15218e-07,0.125,0
35.225,-46.3315,-81.8814,573.678,1121.96,-21.4715,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.959,-0.0846578,89.1754,305.595,1.67322e-13,4.76311e-07,3.15218e-07,0.125,0
35.23,-46.3333,-81.8245,573.57,1121.85,-21.4715,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.851,-0.0846577,89.1754,305.595,1.67321e-13,4.76311e-07,3.15217e-07,0.125,0
35.235,-46.3351,-81.7675,573.463,1121.74,-21.4714,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.744,-0.0846575,89.1754,305.595,1.67321e-13,4.76311e-07,3.15217e-07,0.125,0
35.24,-46.3369,-81.7106,573.356,1121.64,-21.4714,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.637,-0.0846573,89.1754,305.595,1.67321e-13,4.76311e-07,3.15217e-07,0.125,0
35.245,-46.3387,-81.6537,573.248,1121.53,-21.4714,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.529,-0.0846571,89.1754,305.595,1.6732e-13,4.76311e-07,3.15217e-07,0.125,0
35.25,-46.3406,-81.5968,573.141,1121.42,-21.4713,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.422,-0.0846569,89.1754,305.595,1.6732e-13,4.7631e-07,3.15217e-07,0.125,0
35.255,-46.3424,-81.5398,573.034,1121.31,-21.4713,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.315,-0.0846568,89.1754,305.595,1.67319e-13,4.7631e-07,3.15217e-07,0.125,0
35.26,-46.3442,-81.4829,572.926,1121.21,-21.4713,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.207,-0.0846566,89.1754,305.595,1.67319e-13,4.7631e-07,3.15217e-07,0.125,0
35.265,-46.346,-81.426,572.819,1121.1,-21.4712,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,576.1,-0.0846564,89.1754,305.595,1.67319e-13,4.7631e-07,3.15217e-07,0.125,0
35.27,-46.3478,-81.369,572.712,1120.99,-21.4712,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.992,-0.0846562,89.1754,305.595,1.67318e-13,4.7631e-07,3.15217e-07,0.125,0
35.275,-46.3496,-81.3121,572.604,1120.89,-21.4712,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.885,-0.084656,89.1754,305.595,1.67318e-13,4.7631e-07,3.15217e-07,0.125,0
35.28,-46.3515,-81.2552,572.497,1120.78,-21.4711,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.778,-0.0846559,89.1754,305.595,1.67317e-13,4.7631e-07,3.15217e-07,0.125,0
35.285,-46.3533,-81.1982,572.39,1120.67,-21.4711,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.67,-0.0846557,89.1754,305.595,1.67317e-13,4.7631e-07,3.15217e-07,0.125,0
35.29,-46.3551,-81.1413,572.282,1120.56,-21.4711,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.563,-0.0846555,89.1754,305.595,1.67317e-13,4.76309e-07,3.15217e-07,0.125,0
35.295,-46.3569,-81.0844,572.175,1120.46,-21.471,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.456,-0.0846553,89.1754,305.595,1.67316e-13,4.76309e-07,3.15217e-07,0.125,0
35.3,-46.3587,-81.0275,572.068,1120.35,-21.471,32.1496,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.348,-0.0846552,89.1754,305.595,1.67316e-13,4.76309e-07,3.15217e-07,0.125,0
35.305,-46.3605,-80.9705,571.96,1120.24,-21.471,32.1497,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.241,-0.084655,89.1754,305.595,1.67315e-13,4.76309e-07,3.15217e-07,0.125,0
35.31,-46.3623,-80.9136,571.853,1120.13,-21.471,32.1497,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.134,-0.0846548,89.1754,305.595,1.67315e-13,4.76309e-07,3.15217e-07,0.125,0
35.315,-46.3642,-80.8567,571.745,1120.03,-21.4709,32.1497,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,575.026,-0.0846546,89.1754,305.595,1.67315e-13,4.76309e-07,3.15217e-07,0.125,0
35.32,-46.366,-80.7997,571.638,1119.92,-21.4709,32.1497,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,574.919,-0.0846544,89.1754,305.595,1.67314e-13,4.76309e-07,3.15217e-07,0.125,0
35.325,-46.3678,-80.7428,571.531,1119.81,-21.4709,32.1497,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,574.812,-0.0846543,89.1754,305.595,1.67314e-13,4.76308e-07,3.15217e-07,0.125,0
35.33,-46.3696,-80.6859,571.423,1119.7,-21.4708,32.1497,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,574.704,-0.0846541,89.1754,305.595,1.67313e-13,4.76308e-07,3.15217e-07,0.125,0
35.335,-46.3714,-80.6289,571.316,1119.6,-21.4708,32.1497,32.1464,1.04873e-06,-0.459947,1,0,39.7932,14.446,574.597,-0.0846539,89.1754,305.595,1.67313e-13,4.76308e-07,3.15217e-07,0.125,0
35.34,-46.3732,-80.572,571.209,1119.49,-21.4708,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,574.49,-0.0846537,89.1754,305.595,1.67312e-13,4.76308e-07,3.15217e-07,0.125,0
35.345,-46.375,-80.5151,571.101,1119.38,-21.4707,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,574.382,-0.0846536,89.1754,305.595,1.67312e-13,4.76308e-07,3.15217e-07,0.125,0
35.35,-46.3769,-80.4582,570.994,1119.27,-21.4707,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,574.275,-0.0846534,89.1754,305.595,1.67312e-13,4.76308e-07,3.15216e-07,0.125,0
35.355,-46.3787,-80.4012,570.887,1119.17,-21.4707,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,574.167,-0.0846532,89.1754,305.595,1.67311e-13,4.76308e-07,3.15216e-07,0.125,0
35.36,-46.3805,-80.3443,570.779,1119.06,-21.4706,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,574.06,-0.084653,89.1754,305.595,1.67311e-13,4.76308e-07,3.15216e-07,0.125,0
35.365,-46.3823,-80.2874,570.672,1118.95,-21.4706,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,573.953,-0.0846528,89.1754,305.595,1.6731e-13,4.76307e-07,3.15216e-07,0.125,0
35.37,-46.3841,-80.2304,570.565,1118.85,-21.4706,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,573.845,-0.0846527,89.1754,305.595,1.6731e-13,4.76307e-07,3.15216e-07,0.125,0
35.375,-46.3859,-80.1735,570.457,1118.74,-21.4705,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,573.738,-0.0846525,89.1754,305.595,1.6731e-13,4.76307e-07,3.15216e-07,0.125,0
35.38,-46.3877,-80.1166,570.35,1118.63,-21.4705,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,573.631,-0.0846523,89.1754,305.595,1.67309e-13,4.76307e-07,3.15216e-07,0.125,0
35.385,-46.3896,-80.0596,570.242,1118.52,-21.4705,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,573.523,-0.0846521,89.1754,305.595,1.67309e-13,4.76307e-07,3.15216e-07,0.125,0
35.39,-46.3914,-80.0027,570.135,1118.42,-21.4704,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,573.416,-0.0846519,89.1754,305.595,1.67308e-13,4.76307e-07,3.15216e-07,0.125,0
35.395,-46.3932,-79.9458,570.028,1118.31,-21.4704,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,573.309,-0.0846518,89.1754,305.595,1.67308e-13,4.76307e-07,3.15216e-07,0.125,0
35.4,-46.395,-79.8889,569.92,1118.2,-21.4704,32.1497,32.1464,1.04872e-06,-0.459947,1,0,39.7932,14.446,573.201,-0.0846516,89.1754,305.595,1.67308e-13,4.76307e-07,3.15216e-07,0.125,0
