Time,X_ft,Y_ft,Z_ft,Altitude,Vertical_Velocity,Vertical_Acceleration,Body_Accel_X_ft_s2,Body_Accel_Y_ft_s2,Body_Accel_Z_ft_s2,Drogue_Deployed,Main_Deployed,CG_x_in,Mass_lbs,Pred_Apogee_ft,Roll_deg,Pitch_deg,Yaw_deg,P_rad_s,Q_rad_s,R_rad_s,RACS_Cant_deg,RACS_Cmd_deg
0.635,0.211191,-7.19028,65.8847,614.166,202.078,297.885,302.401,0.000429611,-0.0572542,0,0,40.1108,14.638,670.582,0.0608533,80.0751,269.993,0.00739409,-0.302445,0.000181527,0.125,0
0.64,0.21444,-7.31464,66.8984,615.179,203.403,296.628,301.211,0.000421566,-0.0198552,0,0,40.1051,14.6346,679.129,0.0627358,79.9885,269.992,0.00755887,-0.302682,0.000189902,0.125,0
0.645,0.21771,-7.44032,67.9187,616.2,204.722,295.372,300.023,0.000411736,0.0182994,0,0,40.0994,14.6311,687.592,0.0646645,79.9018,269.992,0.00772575,-0.302743,0.000198588,0.125,0
0.65,0.221,-7.56731,68.9456,617.226,206.035,294.118,298.838,0.00040001,0.0571903,0,0,40.0938,14.6277,696.19,0.0666402,79.815,269.992,0.00789474,-0.302626,0.000207592,0.125,0
0.655,0.224312,-7.69561,69.9791,618.26,207.342,292.868,297.656,0.000386307,0.0967926,0,0,40.0882,14.6242,704.616,0.0686642,79.7283,269.992,0.00806584,-0.302327,0.000216923,0.125,0
0.66,0.227644,-7.82525,71.019,619.3,208.642,291.622,296.478,0.000370512,0.137079,0,0,40.0826,14.6208,713.261,0.0707375,79.6417,269.991,0.00823905,-0.301843,0.000226592,0.125,0
0.665,0.230997,-7.95622,72.0655,620.346,209.937,290.379,295.304,0.000352503,0.178019,0,0,40.077,14.6174,721.871,0.0728612,79.5553,269.991,0.00841438,-0.301169,0.000236605,0.125,0
0.67,0.23437,-8.08853,73.1184,621.399,211.225,289.139,294.133,0.000332159,0.219583,0,0,40.0715,14.614,730.335,0.0750364,79.469,269.991,0.00859182,-0.300304,0.000246974,0.125,0
0.675,0.237764,-8.22218,74.1777,622.459,212.507,287.903,292.967,0.000309352,0.261738,0,0,40.066,14.6106,738.99,0.0772644,79.383,269.991,0.00877138,-0.299243,0.000257707,0.125,0
0.68,0.241178,-8.35719,75.2435,623.524,213.782,286.671,291.804,0.000283952,0.30445,0,0,40.0604,14.6073,747.61,0.0795462,79.2972,269.99,0.00895305,-0.297984,0.000268813,0.125,0
0.685,0.244613,-8.49356,76.3156,624.596,215.052,285.442,290.644,0.000255827,0.347681,0,0,40.0549,14.6039,756.102,0.0818832,79.2119,269.99,0.00913685,-0.296525,0.000280304,0.125,0
0.69,0.248067,-8.6313,77.394,625.675,216.315,284.218,289.489,0.00022484,0.391394,0,0,40.0495,14.6006,764.765,0.0842767,79.1269,269.99,0.00932277,-0.294862,0.000292189,0.125,0
0.695,0.251542,-8.77041,78.4787,626.76,217.573,282.997,288.337,0.00019085,0.43555,0,0,40.044,14.5972,773.392,0.0867279,79.0424,269.99,0.0095108,-0.292994,0.000304477,0.125,0
0.7,0.255036,-8.91089,79.5697,627.851,218.824,281.78,287.189,0.000153715,0.480107,0,0,40.0386,14.5939,781.904,0.0892382,78.9585,269.99,0.00970096,-0.290918,0.000317181,0.125,0
0.705,0.25855,-9.05276,80.6669,628.948,220.069,280.568,286.044,0.000113289,0.525021,0,0,40.0332,14.5906,790.572,0.0918091,78.8752,269.989,0.00989324,-0.288632,0.000330311,0.125,0
0.71,0.262084,-9.19603,81.7704,630.051,221.308,278.795,284.328,6.94223e-05,0.570249,0,0,40.0277,14.5873,799.204,0.0944418,78.7925,269.989,0.0100876,-0.286135,0.000343877,0.125,0
0.715,0.265637,-9.34068,82.88,631.161,222.537,277.023,282.612,2.19626e-05,0.61573,0,0,40.0224,14.5841,807.701,0.0971381,78.7105,269.989,0.0102842,-0.283424,0.000357891,0.125,0
0.72,0.26921,-9.48673,83.9958,632.277,223.757,275.261,280.905,-2.9242e-05,0.661418,0,0,40.017,14.5808,816.327,0.0998992,78.6293,269.989,0.0104828,-0.280499,0.000372364,0.125,0
0.725,0.272802,-9.63418,85.1176,633.398,224.968,273.509,279.207,-8.43467e-05,0.707261,0,0,40.0117,14.5776,824.9,0.102727,78.549,269.989,0.0106836,-0.277358,0.00038731,0.125,0
0.73,0.276413,-9.78303,86.2454,634.526,226.17,271.767,277.518,-0.000143509,0.753205,0,0,40.0064,14.5744,833.346,0.105623,78.4695,269.988,0.0108864,-0.274001,0.000402738,0.125,0
0.735,0.280043,-9.93329,87.3793,635.66,227.364,270.034,275.838,-0.000206889,0.799196,0,0,40.0012,14.5712,841.92,0.108588,78.391,269.988,0.0110914,-0.270427,0.000418663,0.125,0
0.74,0.283692,-10.0849,88.5191,636.8,228.549,268.312,274.167,-0.000274649,0.845178,0,0,39.9959,14.568,850.441,0.111625,78.3135,269.988,0.0112984,-0.266635,0.000435096,0.125,0
0.745,0.28736,-10.238,89.6648,637.946,229.726,266.6,272.505,-0.000346953,0.891092,0,0,39.9907,14.5649,858.824,0.114736,78.2372,269.988,0.0115075,-0.262626,0.000452051,0.125,0
0.75,0.291046,-10.3925,90.8163,639.097,230.893,264.899,270.851,-0.000423968,0.936879,0,0,39.9856,14.5617,867.344,0.117921,78.1619,269.988,0.0117187,-0.2584,0.000469542,0.125,0
0.755,0.29475,-10.5484,91.9737,640.255,232.053,263.207,269.207,-0.00050586,0.98248,0,0,39.9804,14.5586,875.811,0.121183,78.0879,269.988,0.011932,-0.253957,0.000487581,0.125,0
0.76,0.298472,-10.7057,93.1369,641.418,233.204,261.525,267.571,-0.000592801,1.02783,0,0,39.9753,14.5555,884.123,0.124525,78.0151,269.988,0.0121473,-0.249299,0.000506183,0.125,0
0.765,0.302213,-10.8644,94.3057,642.587,234.347,259.854,265.944,-0.000684961,1.07288,0,0,39.9702,14.5524,892.586,0.127947,77.9437,269.988,0.0123647,-0.244425,0.000525362,0.125,0
0.77,0.305972,-11.0245,95.4803,643.761,235.481,258.193,264.326,-0.000782514,1.11754,0,0,39.9652,14.5494,900.998,0.131452,77.8737,269.988,0.0125842,-0.239337,0.000545133,0.125,0
0.775,0.309748,-11.186,96.6605,644.941,236.607,256.543,262.716,-0.000885633,1.16177,0,0,39.9601,14.5463,909.229,0.135041,77.8051,269.988,0.0128057,-0.234038,0.000565513,0.125,0
0.78,0.313542,-11.349,97.8464,646.127,237.725,254.903,261.115,-0.000994495,1.2055,0,0,39.9551,14.5433,917.634,0.138719,77.7381,269.988,0.0130292,-0.228529,0.000586515,0.125,0
0.785,0.317353,-11.5133,99.0378,647.319,238.835,253.273,259.523,-0.00110927,1.24865,0,0,39.9502,14.5403,925.989,0.142485,77.6726,269.988,0.0132547,-0.222812,0.000608157,0.125,0
0.79,0.321182,-11.6791,100.235,648.516,239.936,251.653,257.939,-0.00123015,1.29117,0,0,39.9452,14.5373,934.292,0.146343,77.6088,269.988,0.0134823,-0.216891,0.000630455,0.125,0
0.795,0.325028,-11.8463,101.437,649.718,241.03,250.044,256.364,-0.0013573,1.33298,0,0,39.9403,14.5343,942.477,0.150295,77.5466,269.988,0.0137119,-0.210767,0.000653427,0.125,0
0.8,0.328891,-12.0149,102.645,650.926,242.115,248.446,254.796,-0.0014909,1.37402,0,0,39.9354,14.5314,950.772,0.154344,77.4863,269.988,0.0139435,-0.204444,0.00067709,0.125,0
0.805,0.332772,-12.1849,103.858,652.139,243.193,246.858,253.238,-0.00163114,1.41421,0,0,39.9305,14.5284,959.017,0.158492,77.4277,269.988,0.0141771,-0.197926,0.000701463,0.125,0
0.81,0.336669,-12.3563,105.077,653.358,244.262,245.28,251.688,-0.00177819,1.4535,0,0,39.9257,14.5255,967.101,0.162741,77.371,269.988,0.0144127,-0.191216,0.000726565,0.125,0
0.815,0.340582,-12.5291,106.301,654.582,245.324,243.714,250.146,-0.00193223,1.49181,0,0,39.9209,14.5226,975.337,0.167095,77.3162,269.988,0.0146503,-0.18432,0.000752415,0.125,0
0.82,0.344513,-12.7034,107.53,655.811,246.378,242.157,248.612,-0.00209345,1.52907,0,0,39.9161,14.5197,983.523,0.171556,77.2634,269.989,0.0148898,-0.17724,0.000779035,0.125,0
0.825,0.348459,-12.879,108.765,657.046,247.424,240.612,247.086,-0.00226202,1.56521,0,0,39.9113,14.5168,991.498,0.176126,77.2126,269.989,0.0151313,-0.169983,0.000806444,0.125,0
0.83,0.352422,-13.056,110.004,658.285,248.462,239.077,245.569,-0.00243813,1.60016,0,0,39.9066,14.514,999.674,0.18081,77.1639,269.989,0.0153747,-0.162553,0.000834665,0.125,0
0.835,0.356402,-13.2345,111.249,659.53,249.493,237.552,244.06,-0.00262195,1.63386,0,0,39.9019,14.5111,1007.8,0.18561,77.1174,269.99,0.0156202,-0.154957,0.00086372,0.125,0
0.84,0.360397,-13.4143,112.499,660.78,250.516,236.066,242.587,-0.00281367,1.66623,0,0,39.8972,14.5083,1015.87,0.190529,77.073,269.99,0.0158675,-0.147199,0.000893634,0.125,0
0.845,0.364408,-13.5956,113.754,662.035,251.532,234.594,241.126,-0.00301347,1.69722,0,0,39.8925,14.5055,1023.77,0.19557,77.0308,269.991,0.0161168,-0.139286,0.000924429,0.125,0
0.85,0.368435,-13.7782,115.015,663.296,252.541,233.132,239.672,-0.00322154,1.72674,0,0,39.8879,14.5027,1031.84,0.200737,76.9909,269.991,0.016368,-0.131225,0.000956133,0.125,0
0.855,0.372478,-13.9622,116.28,664.561,253.542,231.681,238.226,-0.00343804,1.75475,0,0,39.8833,14.5,1039.86,0.206033,76.9533,269.992,0.0166211,-0.123023,0.00098877,0.125,0
0.86,0.376537,-14.1476,117.55,665.831,254.536,230.24,236.788,-0.00366317,1.78116,0,0,39.8787,14.4972,1047.83,0.211462,76.9181,269.993,0.0168761,-0.114686,0.00102237,0.125,0
0.865,0.380611,-14.3344,118.825,667.106,255.523,228.809,235.357,-0.0038971,1.80592,0,0,39.8741,14.4945,1055.64,0.217027,76.8852,269.993,0.017133,-0.106222,0.00105696,0.125,0
0.87,0.3847,-14.5226,120.105,668.386,256.503,227.388,233.934,-0.00414002,1.82896,0,0,39.8696,14.4917,1063.6,0.222733,76.8548,269.994,0.0173918,-0.0976392,0.00109257,0.125,0
0.875,0.388805,-14.7121,121.39,669.671,257.475,225.978,232.518,-0.0043921,1.85023,0,0,39.8651,14.489,1071.52,0.228583,76.8268,269.995,0.0176524,-0.0889455,0.00112922,0.125,0
0.88,0.392925,-14.903,122.68,670.961,258.441,224.578,231.11,-0.00465353,1.86965,0,0,39.8606,14.4863,1079.38,0.234581,76.8013,269.996,0.0179149,-0.0801494,0.00116697,0.125,0
0.885,0.39706,-15.0952,123.975,672.256,259.399,223.188,229.709,-0.00492448,1.88718,0,0,39.8562,14.4837,1087.1,0.240732,76.7784,269.997,0.0181793,-0.0712594,0.00120582,0.125,0
0.89,0.40121,-15.2889,125.274,673.555,260.351,221.808,228.315,-0.00520514,1.90274,0,0,39.8517,14.481,1094.96,0.24704,76.758,269.998,0.0184456,-0.0622848,0.00124583,0.125,0
0.895,0.405375,-15.4838,126.578,674.859,261.296,211.88,218.135,-0.0054957,1.9163,0,0,39.8473,14.4784,1102.76,0.253508,76.7401,269.999,0.0187136,-0.0532346,0.00128702,0.125,0
0.9,0.409555,-15.6802,127.887,676.168,262.17,198.638,204.547,-0.0057948,1.9273,0,0,39.8431,14.4758,1110.09,0.260143,76.7249,270.001,0.0189835,-0.0441184,0.00132944,0.125,0
0.905,0.413747,-15.8777,129.2,677.481,262.969,186.189,191.768,-0.00610228,1.93565,0,0,39.8391,14.4734,1116.77,0.266949,76.7122,270.002,0.0192551,-0.0349486,0.00137312,0.125,0
0.91,0.417952,-16.0763,130.517,678.797,263.708,174.484,179.75,-0.00641839,1.94143,0,0,39.8354,14.4712,1123.24,0.27393,76.7022,270.004,0.0195282,-0.0257379,0.00141807,0.125,0
0.915,0.422167,-16.276,131.837,680.118,264.391,163.478,168.447,-0.00674313,1.9446,0,0,39.8318,14.4691,1129.3,0.281092,76.6948,270.005,0.0198027,-0.0164986,0.00146434,0.125,0
0.92,0.426393,-16.4768,133.16,681.441,265.02,153.132,157.819,-0.00707651,1.94518,0,0,39.8285,14.4671,1135,0.288439,76.6901,270.007,0.0200785,-0.00724319,0.00151195,0.125,0
0.925,0.430628,-16.6785,134.487,682.768,265.599,143.404,147.823,-0.00741856,1.94316,0,0,39.8254,14.4653,1140.36,0.295977,76.688,270.009,0.0203555,0.00201575,0.00156093,0.125,0
0.93,0.434873,-16.8811,135.816,684.097,266.131,134.51,138.683,-0.00776927,1.93854,0,0,39.8225,14.4635,1145.38,0.303711,76.6886,270.011,0.0206335,0.0112657,0.00161133,0.125,0
0.935,0.439125,-17.0845,137.148,685.429,266.62,126.787,130.743,-0.00812872,1.93134,0,0,39.8198,14.4619,1149.98,0.311647,76.6918,270.013,0.0209124,0.0204942,0.00166317,0.125,0
0.94,0.443384,-17.2888,138.482,686.763,267.074,119.479,123.227,-0.00849705,1.9216,0,0,39.8171,14.4603,1154.51,0.319789,76.6977,270.015,0.0211923,0.0296889,0.00171649,0.125,0
0.945,0.44765,-17.4937,139.819,688.1,267.493,112.563,116.114,-0.00887423,1.90934,0,0,39.8147,14.4588,1158.79,0.328144,76.7062,270.017,0.0214729,0.0388376,0.00177133,0.125,0
0.95,0.451922,-17.6994,141.157,689.438,267.877,106.02,109.381,-0.00926026,1.89456,0,0,39.8123,14.4574,1162.83,0.336718,76.7173,270.02,0.0217542,0.047928,0.00182773,0.125,0
0.955,0.456201,-17.9058,142.498,690.778,268.23,99.8276,103.008,-0.00965516,1.87729,0,0,39.8101,14.4561,1166.65,0.345516,76.7311,270.023,0.0220362,0.0569483,0.00188573,0.125,0
0.96,0.460484,-18.1128,143.84,692.12,268.553,93.9687,96.9772,-0.010059,1.85754,0,0,39.808,14.4549,1170.27,0.354544,76.7474,270.025,0.0223187,0.0658863,0.00194537,0.125,0
0.965,0.464772,-18.3204,145.183,693.464,268.848,88.4251,91.2689,-0.0104716,1.83537,0,0,39.8061,14.4537,1173.68,0.363808,76.7662,270.028,0.0226018,0.0747302,0.00200669,0.125,0
0.97,0.469065,-18.5286,146.528,694.809,269.115,77.3941,79.9236,-0.0108932,1.81079,0,0,39.8042,14.4526,1176.91,0.373316,76.7876,270.031,0.0228853,0.0834684,0.00206975,0.125,0
0.975,0.473361,-18.7373,147.874,696.155,269.314,67.1256,69.3619,-0.0113218,1.78355,0,0,39.8025,14.4516,1179.65,0.383073,76.8116,270.035,0.0231691,0.0920893,0.0021346,0.125,0
0.98,0.477659,-18.9464,149.221,697.502,269.463,58.0731,60.05,-0.011758,1.75383,0,0,39.801,14.4507,1182.05,0.393086,76.8379,270.038,0.0234532,0.10058,0.00220125,0.125,0
0.985,0.48196,-19.1559,150.569,698.85,269.57,50.0931,51.8402,-0.0122019,1.72173,0,0,39.7997,14.4499,1184.15,0.403362,76.8667,270.042,0.0237375,0.108929,0.00226977,0.125,0
0.99,0.486261,-19.3658,151.917,700.198,269.64,43.0588,44.6023,-0.0126537,1.68733,0,0,39.7986,14.4492,1185.99,0.413907,76.8979,270.046,0.0240217,0.117124,0.00234019,0.125,0
0.995,0.490563,-19.5759,153.265,701.546,269.677,36.8585,38.2216,-0.0131133,1.65072,0,0,39.7976,14.4486,1187.6,0.42473,76.9315,270.05,0.0243059,0.125155,0.00241256,0.125,0
1,0.494865,-19.7863,154.614,702.894,269.685,31.3937,32.5969,-0.0135808,1.61199,0,0,39.7967,14.4481,1189.01,0.435836,76.9673,270.054,0.02459,0.13301,0.00248693,0.125,0
1.005,0.499167,-19.9969,155.962,704.243,269.667,26.5776,27.6387,-0.0140564,1.57121,0,0,39.7959,14.4476,1190.24,0.447233,77.0054,270.058,0.0248739,0.140681,0.00256335,0.125,0
1.01,0.503468,-20.2077,157.31,705.591,269.627,22.3335,23.2683,-0.0145402,1.52847,0,0,39.7952,14.4472,1191.32,0.45893,77.0457,270.063,0.0251576,0.148156,0.00264189,0.125,0
1.015,0.507767,-20.4187,158.658,706.939,269.568,18.1253,18.9356,-0.0150322,1.48385,0,0,39.7946,14.4469,1192.25,0.470932,77.0882,270.068,0.0254409,0.155426,0.00272259,0.125,0
1.02,0.512065,-20.6298,160.006,708.287,269.487,8.26333,8.80448,-0.0155324,1.43741,0,0,39.7941,14.4465,1193.03,0.483249,77.1327,270.073,0.025724,0.162483,0.00280552,0.125,0
1.025,0.516362,-20.841,161.353,709.634,269.343,1.94734,2.31319,-0.0160379,1.389,0,0,39.7938,14.4463,1193.38,0.495888,77.1792,270.079,0.0260066,0.169318,0.00289074,0.125,0
1.03,0.520654,-21.0522,162.699,710.98,269.176,-2.09529,-1.84498,-0.0165511,1.33893,0,0,39.7935,14.4462,1193.56,0.508856,77.2277,270.084,0.0262887,0.175921,0.00297829,0.125,0
1.035,0.524944,-21.2635,164.045,712.326,268.995,-4.67963,-4.50682,-0.0170724,1.28733,0,0,39.7934,14.4461,1193.63,0.522163,77.2781,270.09,0.0265703,0.182285,0.00306824,0.125,0
1.04,0.529229,-21.4747,165.389,713.67,268.804,-6.32852,-6.20904,-0.0176023,1.23428,0,0,39.7933,14.4461,1193.64,0.535817,77.3303,270.096,0.0268513,0.188402,0.00316066,0.125,0
1.045,0.533511,-21.686,166.733,715.014,268.608,-7.3773,-7.29579,-0.0181409,1.1799,0,0,39.7933,14.446,1193.61,0.549825,77.3843,270.103,0.0271316,0.194264,0.00325562,0.125,0
1.05,0.53779,-21.8973,168.075,716.356,268.407,-8.04109,-7.98782,-0.0186887,1.12425,0,0,39.7932,14.446,1193.55,0.564197,77.4399,270.11,0.0274113,0.199867,0.00335319,0.125,0
1.055,0.542064,-22.1085,169.417,717.698,268.205,-8.45786,-8.42667,-0.0192456,1.06742,0,0,39.7932,14.446,1193.48,0.578941,77.4972,270.117,0.0276904,0.205203,0.00345346,0.125,0
1.06,0.546334,-22.3197,170.757,719.038,268.001,-8.71613,-8.70312,-0.0198121,1.00948,0,0,39.7932,14.446,1193.39,0.594066,77.5559,270.124,0.0279689,0.210268,0.00355652,0.125,0
1.065,0.5506,-22.5309,172.097,720.378,267.796,-8.87267,-8.87538,-0.0203882,0.950521,0,0,39.7932,14.446,1193.29,0.609582,77.6162,270.132,0.0282467,0.215056,0.00366244,0.125,0
1.07,0.554863,-22.7421,173.435,721.716,267.59,-8.9639,-8.98079,-0.0209742,0.890606,0,0,39.7932,14.446,1193.19,0.625496,77.6778,270.14,0.0285239,0.219562,0.00377133,0.125,0
1.075,0.559121,-22.9532,174.773,723.054,267.384,-9.01319,-9.04327,-0.0215702,0.829813,0,0,39.7932,14.446,1193.09,0.641819,77.7406,270.148,0.0288004,0.223781,0.00388327,0.125,0
1.08,0.563375,-23.1643,176.109,724.39,267.178,-9.03554,-9.07819,-0.0221766,0.768219,0,0,39.7932,14.446,1192.98,0.65856,77.8047,270.157,0.0290763,0.22771,0.00399836,0.125,0
1.085,0.567625,-23.3754,177.445,725.725,266.972,-9.04056,-9.09537,-0.0227936,0.705899,0,0,39.7932,14.446,1192.88,0.675729,77.87,270.166,0.0293515,0.231344,0.00411671,0.125,0
1.09,0.571872,-23.5865,178.779,727.06,266.767,-9.03444,-9.10113,-0.0234214,0.64293,0,0,39.7932,14.446,1192.77,0.693334,77.9362,270.175,0.0296261,0.234681,0.00423842,0.125,0
1.095,0.576114,-23.7975,180.112,728.393,266.561,-9.02115,-9.09952,-0.0240603,0.579387,0,0,39.7932,14.446,1192.66,0.711385,78.0034,270.185,0.0299001,0.237717,0.0043636,0.125,0
1.1,0.580352,-24.0085,181.444,729.725,266.355,-9.00322,-9.09314,-0.0247106,0.515347,0,0,39.7932,14.446,1192.55,0.729893,78.0715,270.195,0.0301734,0.24045,0.00449235,0.125,0
1.105,0.584585,-24.2195,182.776,731.057,266.149,-8.98232,-9.08363,-0.0253725,0.450886,0,0,39.7932,14.446,1192.61,0.748867,78.1404,270.206,0.0304461,0.242876,0.0046248,0.125,0
1.11,0.588815,-24.4304,184.106,732.387,265.943,-8.95948,-9.07207,-0.0260465,0.386081,0,0,39.7932,14.446,1192.52,0.768317,78.2099,270.217,0.0307181,0.244995,0.00476107,0.125,0
1.115,0.593041,-24.6413,185.435,733.716,265.738,-8.93463,-9.05835,-0.0267329,0.32101,0,0,39.7932,14.446,1192.42,0.788253,78.2801,270.228,0.0309895,0.246805,0.00490127,0.125,0
1.12,0.597262,-24.8522,186.763,735.044,265.533,-8.90838,-9.04309,-0.0274321,0.255746,0,0,39.7932,14.446,1192.33,0.808683,78.3508,270.24,0.0312603,0.248303,0.00504553,0.125,0
1.125,0.601479,-25.063,188.091,736.371,265.327,-8.88211,-9.02768,-0.0281444,0.190368,0,0,39.7932,14.446,1192.23,0.829619,78.4219,270.252,0.0315305,0.249491,0.00519399,0.125,0
1.13,0.605693,-25.2738,189.417,737.698,265.122,-8.85584,-9.01213,-0.0288703,0.124951,0,0,39.7932,14.446,1192.14,0.85107,78.4933,270.265,0.0318,0.250366,0.00534678,0.125,0
1.135,0.609902,-25.4845,190.742,739.023,264.917,-8.82958,-8.99644,-0.0296102,0.0595698,0,0,39.7932,14.446,1192.04,0.873046,78.565,270.278,0.0320689,0.250928,0.00550403,0.125,0
1.14,0.614107,-25.6952,192.066,740.347,264.712,-8.80371,-8.98097,-0.0303643,-0.00570043,0,0,39.7932,14.446,1191.95,0.895555,78.6369,270.291,0.0323372,0.251179,0.0056659,0.125,0
1.145,0.618307,-25.9059,193.389,741.67,264.508,-8.78164,-8.9692,-0.0311293,-0.0707921,0,0,39.7932,14.446,1191.85,0.918608,78.7088,270.306,0.0326048,0.251119,0.00583253,0.125,0
1.15,0.622504,-26.1165,194.711,742.992,264.303,-8.7596,-8.95727,-0.0319095,-0.135636,0,0,39.7932,14.446,1191.76,0.942214,78.7807,270.32,0.0328718,0.250747,0.00600406,0.125,0
1.155,0.626696,-26.327,196.032,744.313,264.099,-8.73762,-8.94519,-0.0327057,-0.20016,0,0,39.7932,14.446,1191.66,0.966381,78.8525,270.335,0.0331382,0.250067,0.00618065,0.125,0
1.16,0.630884,-26.5375,197.352,745.633,263.894,-8.71568,-8.93295,-0.0335182,-0.264291,0,0,39.7932,14.446,1191.56,0.991119,78.9241,270.351,0.033404,0.249079,0.00636247,0.125,0
1.165,0.635068,-26.748,198.671,746.952,263.69,-8.69382,-8.92056,-0.0343478,-0.327957,0,0,39.7932,14.446,1191.46,1.01644,78.9954,270.367,0.0336691,0.247784,0.00654968,0.125,0
1.17,0.639248,-26.9584,199.989,748.27,263.486,-8.67203,-8.90802,-0.035195,-0.391089,0,0,39.7932,14.446,1191.37,1.04234,79.0663,270.383,0.0339337,0.246187,0.00674246,0.125,0
1.175,0.643423,-27.1688,201.306,749.587,263.282,-8.65032,-8.89533,-0.0360605,-0.453617,0,0,39.7932,14.446,1191.27,1.06884,79.1368,270.4,0.0341976,0.244288,0.00694097,0.125,0
1.18,0.647595,-27.3791,202.622,750.903,263.078,-8.62871,-8.88249,-0.036945,-0.515473,0,0,39.7932,14.446,1191.17,1.09594,79.2068,270.418,0.0344609,0.242092,0.0071454,0.125,0
1.185,0.651762,-27.5894,203.937,752.217,262.874,-8.6072,-8.86951,-0.0378493,-0.576588,0,0,39.7932,14.446,1191.07,1.12366,79.2761,270.436,0.0347236,0.2396,0.00735594,0.125,0
1.19,0.655924,-27.7996,205.25,753.531,262.67,-8.5858,-8.85639,-0.0387741,-0.636899,0,0,39.7932,14.446,1190.97,1.15198,79.3446,270.455,0.0349856,0.236818,0.00757278,0.125,0
1.195,0.660083,-28.0097,206.563,754.844,262.467,-8.56452,-8.84314,-0.0397201,-0.696339,0,0,39.7932,14.446,1191.03,1.18094,79.4124,270.474,0.0352471,0.233748,0.00779612,0.125,0
1.2,0.664237,-28.2198,207.875,756.156,262.263,-8.54336,-8.82975,-0.0406883,-0.754845,0,0,39.7932,14.446,1190.94,1.21052,79.4793,270.494,0.0355079,0.230395,0.00802617,0.125,0
1.205,0.668387,-28.4298,209.186,757.467,262.06,-8.52235,-8.81625,-0.0416794,-0.812356,0,0,39.7932,14.446,1190.86,1.24074,79.5453,270.514,0.0357682,0.226764,0.00826312,0.125,0
1.21,0.672533,-28.6398,210.496,758.777,261.856,-8.50148,-8.80263,-0.0426944,-0.868812,0,0,39.7932,14.446,1190.78,1.27159,79.6102,270.535,0.0360278,0.222859,0.00850721,0.125,0
1.215,0.676674,-28.8497,211.805,760.085,261.653,-8.48075,-8.78889,-0.0437341,-0.924153,0,0,39.7932,14.446,1190.69,1.30309,79.6739,270.557,0.0362868,0.218685,0.00875865,0.125,0
1.22,0.680811,-29.0596,213.112,761.393,261.45,-8.46019,-8.77506,-0.0447996,-0.978323,0,0,39.7932,14.446,1190.6,1.33524,79.7365,270.579,0.0365452,0.214248,0.00901767,0.125,0
1.225,0.684943,-29.2694,214.419,762.7,261.247,-8.4398,-8.76113,-0.0458918,-1.03127,0,0,39.7932,14.446,1190.52,1.36804,79.7978,270.602,0.036803,0.209553,0.00928451,0.125,0
1.23,0.689072,-29.4791,215.725,764.006,261.044,-8.41958,-8.74711,-0.0470118,-1.08293,0,0,39.7932,14.446,1190.43,1.40148,79.8578,270.625,0.0370602,0.204606,0.00955941,0.125,0
1.235,0.693195,-29.6887,217.029,765.31,260.841,-8.39954,-8.73301,-0.0481607,-1.13326,0,0,39.7932,14.446,1190.34,1.43559,79.9163,270.649,0.0373168,0.199414,0.00984261,0.125,0
1.24,0.697315,-29.8983,218.333,766.614,260.639,-8.37969,-8.71884,-0.0493395,-1.1822,0,0,39.7932,14.446,1190.26,1.47034,79.9733,270.673,0.0375728,0.193982,0.0101344,0.125,0
1.245,0.70143,-30.1079,219.636,767.917,260.436,-8.36004,-8.70461,-0.0505494,-1.22972,0,0,39.7932,14.446,1190.17,1.50575,80.0288,270.698,0.0378282,0.188318,0.010435,0.125,0
1.25,0.705541,-30.3173,220.938,769.218,260.234,-8.34059,-8.69032,-0.0517917,-1.27576,0,0,39.7932,14.446,1190.08,1.54182,80.0827,270.724,0.0380829,0.182428,0.0107447,0.125,0
1.255,0.709647,-30.5267,222.238,770.519,260.031,-8.32134,-8.67599,-0.0530675,-1.32027,0,0,39.7932,14.446,1189.99,1.57853,80.1348,270.75,0.0383371,0.176319,0.0110638,0.125,0
1.26,0.713748,-30.7361,223.538,771.819,259.829,-8.30231,-8.66163,-0.0543781,-1.36322,0,0,39.7932,14.446,1189.9,1.6159,80.1852,270.777,0.0385907,0.169999,0.0113925,0.125,0
1.265,0.717846,-30.9453,224.837,773.117,259.627,-8.2835,-8.64724,-0.0557249,-1.40457,0,0,39.7932,14.446,1189.81,1.65391,80.2338,270.804,0.0388437,0.163474,0.0117312,0.125,0
